epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,2752.64,0.41874,0.38009,0.29585,0.86546,0.924,0.84306,0.89529,0.7151,0.93353,0.78565,0.86664,0.54195,0.49697,0.35925,0.35886,0.97223,0.0080365,0.0080365,0.0080365
121,2774.67,0.42028,0.39102,0.29682,0.86754,0.92743,0.84829,0.89648,0.72837,0.90427,0.81353,0.86514,0.5505,0.48203,0.35772,0.3533,0.94879,0.00802,0.00802,0.00802
122,2795.38,0.42121,0.39119,0.29724,0.86576,0.92591,0.85433,0.90104,0.71596,0.87869,0.81129,0.85128,0.54041,0.48962,0.36461,0.3627,0.95641,0.0080035,0.0080035,0.0080035
123,2817.68,0.42315,0.39996,0.29892,0.8663,0.92298,0.8356,0.89894,0.72276,0.93476,0.78634,0.85691,0.5351,0.48865,0.36761,0.36834,0.95578,0.007987,0.007987,0.007987
124,2840.07,0.41546,0.39314,0.29449,0.86378,0.92812,0.84181,0.8962,0.72307,0.90224,0.81827,0.86031,0.54479,0.48845,0.36708,0.35963,0.96332,0.0079705,0.0079705,0.0079705
125,2862.67,0.41756,0.39539,0.29767,0.86476,0.93419,0.84641,0.89801,0.72503,0.90508,0.80536,0.86573,0.53577,0.49241,0.36889,0.36734,0.96348,0.007954,0.007954,0.007954
126,2884.89,0.41191,0.39108,0.29545,0.86029,0.93113,0.84166,0.89301,0.71886,0.90898,0.81996,0.86704,0.55017,0.51078,0.36927,0.36738,0.98606,0.0079375,0.0079375,0.0079375
127,2907.86,0.41335,0.38626,0.29001,0.85962,0.94947,0.83179,0.89675,0.7167,0.92285,0.80382,0.8694,0.55648,0.4934,0.36018,0.36619,0.97282,0.007921,0.007921,0.007921
128,2930.28,0.41407,0.38434,0.29692,0.86437,0.9331,0.8272,0.88761,0.71857,0.91298,0.79826,0.86268,0.53897,0.49568,0.36233,0.36451,0.97029,0.0079045,0.0079045,0.0079045
129,2952.76,0.41089,0.38525,0.28557,0.85881,0.94369,0.83603,0.8965,0.72009,0.91899,0.81071,0.8666,0.55218,0.49408,0.36361,0.36252,0.96985,0.007888,0.007888,0.007888
130,2975.02,0.40692,0.38445,0.28572,0.85754,0.93055,0.85022,0.88517,0.7069,0.90998,0.82343,0.85794,0.53851,0.50636,0.35914,0.35341,0.98317,0.0078715,0.0078715,0.0078715
131,2997.41,0.41314,0.39142,0.28618,0.85871,0.93879,0.84088,0.89608,0.7228,0.92625,0.80695,0.86308,0.54405,0.4919,0.35918,0.35424,0.98275,0.007855,0.007855,0.007855
132,3019.42,0.41151,0.38939,0.28738,0.85936,0.91336,0.8532,0.88724,0.71603,0.93255,0.79025,0.84125,0.53898,0.50255,0.36161,0.3558,0.97872,0.0078385,0.0078385,0.0078385
133,3041.42,0.40548,0.38285,0.28401,0.85745,0.94579,0.84339,0.89479,0.7212,0.93941,0.82373,0.87527,0.55369,0.50626,0.35629,0.35601,0.98126,0.007822,0.007822,0.007822
134,3064.16,0.41148,0.39062,0.28867,0.86133,0.94778,0.8416,0.89594,0.71541,0.9224,0.8145,0.8576,0.54214,0.49669,0.36084,0.34659,0.97204,0.0078055,0.0078055,0.0078055
135,3087.06,0.40369,0.37621,0.28102,0.8556,0.94306,0.83228,0.89348,0.71371,0.92449,0.81488,0.8687,0.53972,0.49473,0.36561,0.34483,0.96947,0.007789,0.007789,0.007789
136,3110.12,0.40748,0.38548,0.28386,0.85825,0.93615,0.82404,0.89632,0.71736,0.9234,0.78834,0.86472,0.54035,0.49634,0.36248,0.35955,0.96508,0.0077725,0.0077725,0.0077725
137,3132.8,0.40778,0.39098,0.28653,0.85832,0.92911,0.83787,0.88854,0.72027,0.91597,0.81808,0.86604,0.54488,0.50052,0.36184,0.35512,0.97017,0.007756,0.007756,0.007756
138,3155.83,0.40681,0.38684,0.27972,0.85477,0.94527,0.82518,0.8924,0.72367,0.92827,0.79839,0.86261,0.54762,0.49887,0.35645,0.34899,0.98066,0.0077395,0.0077395,0.0077395
139,3178.41,0.40222,0.37931,0.27901,0.85773,0.94367,0.82231,0.89059,0.72659,0.92216,0.79937,0.85801,0.54367,0.48347,0.36867,0.34841,0.95825,0.007723,0.007723,0.007723
140,3201.35,0.4051,0.38374,0.2803,0.85652,0.94667,0.84213,0.89342,0.72131,0.90748,0.80422,0.84376,0.54494,0.48696,0.35896,0.35826,0.95705,0.0077065,0.0077065,0.0077065
141,3224.23,0.40153,0.37818,0.28047,0.85455,0.92903,0.84936,0.89739,0.72107,0.93691,0.78709,0.86266,0.55054,0.48905,0.35703,0.35192,0.96064,0.00769,0.00769,0.00769
142,3246.83,0.40287,0.37611,0.28033,0.85756,0.92785,0.85175,0.89436,0.71683,0.93087,0.81346,0.86518,0.54733,0.50907,0.35325,0.35558,0.98807,0.0076735,0.0076735,0.0076735
143,3269.76,0.40245,0.38559,0.28123,0.85642,0.9233,0.83977,0.89107,0.71317,0.89461,0.81051,0.85764,0.5457,0.50333,0.35979,0.36706,0.97854,0.007657,0.007657,0.007657
144,3292.04,0.39946,0.37124,0.27844,0.85542,0.9106,0.85239,0.89226,0.72122,0.90146,0.82039,0.86668,0.54546,0.51908,0.35513,0.35997,1.00432,0.0076405,0.0076405,0.0076405
145,3314.46,0.39876,0.38791,0.27729,0.85327,0.93293,0.83968,0.89362,0.72639,0.90362,0.81401,0.86585,0.54793,0.50519,0.34935,0.34903,0.97732,0.007624,0.007624,0.007624
146,3336.36,0.40274,0.38463,0.27769,0.85437,0.92476,0.83407,0.89645,0.7194,0.92219,0.81072,0.8658,0.54738,0.49131,0.36412,0.35544,0.96827,0.0076075,0.0076075,0.0076075
147,3358.52,0.39915,0.37942,0.27831,0.85338,0.92568,0.83833,0.89287,0.72076,0.93288,0.80757,0.8743,0.55367,0.51383,0.35044,0.34568,0.99518,0.007591,0.007591,0.007591
148,3380.71,0.39924,0.37339,0.27528,0.8532,0.93921,0.84596,0.89627,0.71678,0.92801,0.81653,0.87444,0.5533,0.49266,0.36213,0.34916,0.97713,0.0075745,0.0075745,0.0075745
149,3403.16,0.40259,0.37957,0.27664,0.8552,0.94606,0.83266,0.89511,0.71966,0.91745,0.80854,0.85622,0.54092,0.50183,0.36961,0.34753,0.98442,0.007558,0.007558,0.007558
150,3425.48,0.39739,0.37961,0.27423,0.85534,0.93678,0.83739,0.89289,0.72087,0.92383,0.81047,0.85739,0.53807,0.49868,0.36378,0.35632,0.98236,0.0075415,0.0075415,0.0075415
151,3448.45,0.39658,0.37949,0.27104,0.84979,0.93595,0.86038,0.89869,0.72256,0.92592,0.80806,0.85701,0.54394,0.49986,0.36046,0.3432,0.98745,0.007525,0.007525,0.007525
152,3470.68,0.39567,0.37091,0.27337,0.85201,0.93283,0.86435,0.89963,0.72884,0.92866,0.76229,0.84262,0.54112,0.5103,0.35122,0.33676,0.99508,0.0075085,0.0075085,0.0075085
153,3493.47,0.38934,0.37341,0.26918,0.84978,0.9328,0.84822,0.89657,0.72757,0.93038,0.7856,0.84328,0.53237,0.51052,0.36648,0.34204,0.99088,0.007492,0.007492,0.007492
154,3515.88,0.39561,0.385,0.27133,0.85261,0.91472,0.85145,0.89445,0.72711,0.9224,0.79924,0.86206,0.54363,0.49142,0.36753,0.3482,0.96781,0.0074755,0.0074755,0.0074755
155,3538.44,0.39308,0.37617,0.26813,0.85144,0.94457,0.83072,0.89421,0.72344,0.92829,0.81715,0.87141,0.54804,0.4849,0.3626,0.35676,0.95554,0.007459,0.007459,0.007459
156,3561.21,0.39133,0.37557,0.26771,0.85143,0.93171,0.8426,0.90015,0.7263,0.90539,0.80436,0.85399,0.53968,0.49276,0.36305,0.35357,0.97932,0.0074425,0.0074425,0.0074425
157,3583.55,0.39515,0.37658,0.26737,0.85291,0.93924,0.84681,0.89713,0.71896,0.90834,0.80607,0.85221,0.52958,0.49529,0.37954,0.36314,0.97816,0.007426,0.007426,0.007426
158,3606.24,0.38631,0.36951,0.26311,0.84778,0.93719,0.84317,0.89712,0.72604,0.91258,0.79132,0.85408,0.54091,0.49257,0.36914,0.35168,0.96786,0.0074095,0.0074095,0.0074095
159,3628.66,0.39029,0.37111,0.26579,0.84862,0.94236,0.83653,0.89715,0.71029,0.92412,0.81572,0.86726,0.54079,0.48349,0.36952,0.34997,0.96146,0.007393,0.007393,0.007393
160,3651.36,0.39505,0.37578,0.27398,0.85208,0.91371,0.85154,0.89514,0.72241,0.88684,0.82621,0.86664,0.54527,0.48698,0.38038,0.35315,0.96806,0.0073765,0.0073765,0.0073765
161,3673.66,0.38546,0.37407,0.25941,0.84632,0.92479,0.84481,0.89414,0.72325,0.91118,0.80443,0.86366,0.54358,0.50605,0.37114,0.36271,0.9819,0.00736,0.00736,0.00736
162,3696.23,0.38842,0.37024,0.26367,0.84839,0.9395,0.84375,0.89341,0.72305,0.90358,0.8036,0.85355,0.54727,0.51771,0.37729,0.35567,1.0023,0.0073435,0.0073435,0.0073435
163,3718.67,0.38756,0.37589,0.26481,0.84666,0.92684,0.84964,0.88995,0.72309,0.92948,0.79769,0.85655,0.54204,0.49508,0.3656,0.34991,0.97509,0.007327,0.007327,0.007327
164,3741.26,0.39116,0.37515,0.26417,0.8492,0.93593,0.85156,0.89587,0.71837,0.93388,0.78378,0.84942,0.54344,0.49549,0.37528,0.34844,0.98284,0.0073105,0.0073105,0.0073105
165,3763.71,0.38586,0.36933,0.26162,0.84902,0.91721,0.85037,0.89577,0.7254,0.93268,0.78624,0.85755,0.54093,0.49561,0.37508,0.34809,0.98821,0.007294,0.007294,0.007294
166,3786.13,0.38576,0.37333,0.26375,0.84944,0.94347,0.83738,0.89621,0.72761,0.91762,0.80752,0.86387,0.55101,0.49985,0.36649,0.35401,0.99121,0.0072775,0.0072775,0.0072775
167,3809.25,0.37863,0.36125,0.2563,0.84303,0.93414,0.83967,0.89377,0.71985,0.89739,0.80745,0.86128,0.54239,0.50622,0.36793,0.34952,0.99369,0.007261,0.007261,0.007261
168,3832.15,0.38503,0.36729,0.26122,0.8461,0.95219,0.83686,0.89849,0.72168,0.93536,0.81984,0.87601,0.54441,0.50293,0.36577,0.34262,0.99702,0.0072445,0.0072445,0.0072445
169,3855.14,0.38217,0.36946,0.26087,0.84547,0.93241,0.84461,0.89704,0.71731,0.91698,0.82911,0.87578,0.54439,0.50015,0.36211,0.34356,1.00131,0.007228,0.007228,0.007228
170,3878.26,0.38434,0.36875,0.26063,0.85102,0.93984,0.84046,0.89774,0.72147,0.92956,0.82099,0.87471,0.54397,0.49487,0.3628,0.35687,0.98834,0.0072115,0.0072115,0.0072115
171,3901.17,0.38186,0.37742,0.2616,0.84826,0.94669,0.83802,0.89557,0.72017,0.93095,0.81781,0.872,0.5392,0.51174,0.35961,0.35152,0.99463,0.007195,0.007195,0.007195
172,3924.73,0.3789,0.36925,0.25614,0.84545,0.94248,0.8436,0.89202,0.71935,0.92227,0.82569,0.86338,0.53538,0.50351,0.36773,0.35034,0.99633,0.0071785,0.0071785,0.0071785
173,3948.59,0.37875,0.36746,0.25645,0.84389,0.93156,0.84717,0.89457,0.72507,0.91107,0.82619,0.86429,0.53438,0.51484,0.36277,0.34925,1.00711,0.007162,0.007162,0.007162
174,3971.77,0.37979,0.36313,0.2569,0.84319,0.93656,0.84371,0.89905,0.72819,0.90426,0.80805,0.85552,0.53348,0.50621,0.35857,0.34493,0.99939,0.0071455,0.0071455,0.0071455
175,3995.34,0.37803,0.36602,0.25593,0.8441,0.94253,0.8331,0.89645,0.72172,0.92054,0.80343,0.86073,0.53479,0.49252,0.36843,0.3518,0.98245,0.007129,0.007129,0.007129
176,4018.5,0.37791,0.36919,0.25688,0.84375,0.94617,0.8289,0.89628,0.71995,0.91782,0.80349,0.86147,0.53669,0.49473,0.36699,0.34737,0.98938,0.0071125,0.0071125,0.0071125
177,4041.67,0.37657,0.36726,0.25937,0.84297,0.94538,0.83374,0.89058,0.72429,0.93789,0.78047,0.84883,0.54306,0.49234,0.36792,0.34854,0.98621,0.007096,0.007096,0.007096
178,4064.72,0.38046,0.36957,0.25717,0.84429,0.941,0.83659,0.88951,0.7224,0.93002,0.79499,0.85408,0.53805,0.49294,0.37028,0.35101,0.98478,0.0070795,0.0070795,0.0070795
179,4088.05,0.37669,0.365,0.2561,0.84359,0.92503,0.82921,0.89289,0.71495,0.92848,0.78966,0.85695,0.53249,0.49279,0.36604,0.34937,0.98311,0.007063,0.007063,0.007063
180,4111.25,0.37879,0.36564,0.25509,0.84249,0.91911,0.84237,0.89259,0.71417,0.92682,0.78765,0.85729,0.54604,0.49146,0.36389,0.35057,0.98172,0.0070465,0.0070465,0.0070465
181,4134.47,0.37598,0.36276,0.25256,0.84085,0.92437,0.84851,0.89514,0.71732,0.92821,0.794,0.85008,0.53959,0.48765,0.36365,0.36002,0.96822,0.00703,0.00703,0.00703
182,4157.94,0.37748,0.37081,0.25563,0.84183,0.92193,0.8508,0.89856,0.72079,0.93431,0.7996,0.8574,0.54429,0.49146,0.37069,0.35661,0.97847,0.0070135,0.0070135,0.0070135
183,4180.93,0.37912,0.3674,0.25388,0.84324,0.92943,0.85689,0.89672,0.71546,0.92465,0.80817,0.86672,0.54567,0.49976,0.36645,0.35611,0.99168,0.006997,0.006997,0.006997
184,4204.11,0.37704,0.36784,0.25342,0.84168,0.92932,0.85369,0.89418,0.71576,0.90188,0.82035,0.86445,0.54003,0.50742,0.36413,0.35371,1.00027,0.0069805,0.0069805,0.0069805
185,4226.64,0.37454,0.36277,0.25117,0.84098,0.93573,0.84475,0.89418,0.71101,0.92915,0.80456,0.87189,0.54776,0.50642,0.35911,0.34729,0.99402,0.006964,0.006964,0.006964
186,4249.76,0.37325,0.36284,0.25114,0.84237,0.93802,0.85026,0.90223,0.7197,0.91482,0.81755,0.87129,0.54966,0.50471,0.36251,0.34166,0.99359,0.0069475,0.0069475,0.0069475
187,4272.31,0.3724,0.36532,0.25305,0.84207,0.92888,0.85091,0.89991,0.7202,0.91935,0.82868,0.8778,0.55024,0.50557,0.36767,0.34907,0.98998,0.006931,0.006931,0.006931
188,4295.55,0.3744,0.3656,0.24825,0.84216,0.91904,0.84743,0.90167,0.71832,0.91785,0.80368,0.86615,0.53588,0.49825,0.37054,0.34857,0.98455,0.0069145,0.0069145,0.0069145
189,4318.8,0.37184,0.36353,0.24985,0.84002,0.93555,0.84921,0.90045,0.7222,0.90459,0.80799,0.87105,0.53553,0.4953,0.3686,0.35065,0.98995,0.006898,0.006898,0.006898
190,4342.34,0.37316,0.35843,0.24932,0.84073,0.92407,0.85239,0.89642,0.71882,0.91826,0.80601,0.86665,0.53292,0.50583,0.36775,0.34856,1.00379,0.0068815,0.0068815,0.0068815
191,4366.02,0.37092,0.35692,0.24789,0.83736,0.94301,0.8316,0.89308,0.7179,0.90959,0.80339,0.85213,0.54058,0.50971,0.36775,0.33998,1.01295,0.006865,0.006865,0.006865
192,4389.5,0.37023,0.36111,0.24676,0.83884,0.91685,0.84962,0.89257,0.72278,0.91153,0.79786,0.85433,0.53147,0.51276,0.36833,0.33998,1.01573,0.0068485,0.0068485,0.0068485
193,4412.69,0.36809,0.35866,0.24468,0.84,0.9445,0.82762,0.8947,0.71892,0.91541,0.8007,0.85508,0.53922,0.51163,0.36889,0.34068,1.01139,0.006832,0.006832,0.006832
194,4436.12,0.36789,0.36177,0.24557,0.83938,0.92949,0.84629,0.89606,0.71782,0.92491,0.80607,0.86591,0.54477,0.5097,0.36723,0.34164,1.00852,0.0068155,0.0068155,0.0068155
195,4459.52,0.36203,0.35832,0.24309,0.83715,0.93465,0.84382,0.89378,0.71416,0.91264,0.79894,0.86066,0.54132,0.50188,0.37038,0.34076,0.99954,0.006799,0.006799,0.006799
196,4483.16,0.36508,0.35992,0.24601,0.83798,0.93842,0.83588,0.89671,0.71415,0.89282,0.79457,0.85555,0.54622,0.50182,0.37339,0.34209,1.00295,0.0067825,0.0067825,0.0067825
197,4506.53,0.36776,0.3605,0.24359,0.83846,0.9391,0.8343,0.88957,0.71204,0.93181,0.80338,0.86094,0.54444,0.49984,0.38127,0.34641,1.0042,0.006766,0.006766,0.006766
198,4529.88,0.36172,0.36183,0.24241,0.83669,0.93897,0.8482,0.89025,0.71539,0.93025,0.80825,0.86281,0.5457,0.51045,0.38022,0.34204,1.00981,0.0067495,0.0067495,0.0067495
199,4553.13,0.36416,0.35795,0.2447,0.83922,0.93641,0.84856,0.89259,0.71715,0.92702,0.80481,0.86259,0.54616,0.51327,0.37318,0.3384,1.01393,0.006733,0.006733,0.006733
200,4576.43,0.36715,0.36014,0.24274,0.8379,0.9427,0.84111,0.90174,0.7185,0.93478,0.80789,0.87414,0.54986,0.50565,0.37666,0.34047,1.00638,0.0067165,0.0067165,0.0067165
201,4599.6,0.36681,0.35411,0.24344,0.83667,0.94296,0.84158,0.90503,0.71978,0.92809,0.81555,0.87387,0.5542,0.50481,0.37207,0.33629,1.00454,0.0067,0.0067,0.0067
