epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3572.27,0.74987,0.39949,1.08607,0.96852,0.96532,0.98386,0.77947,0.84937,0.32377,1.19864,0.00178487,0.00178487,0.00178487
181,3592.12,0.74868,0.40976,1.08516,0.96871,0.96259,0.9839,0.77958,0.84897,0.32292,1.19914,0.00176018,0.00176018,0.00176018
182,3612.18,0.75303,0.40883,1.0837,0.96997,0.96438,0.9839,0.7789,0.84886,0.32291,1.20051,0.00173558,0.00173558,0.00173558
183,3632.16,0.75014,0.39882,1.08189,0.96987,0.96248,0.98383,0.77746,0.84886,0.3234,1.19919,0.00171106,0.00171106,0.00171106
184,3652.16,0.76241,0.40095,1.08677,0.97274,0.95835,0.98335,0.77703,0.84836,0.32412,1.1977,0.00168662,0.00168662,0.00168662
185,3672.23,0.75106,0.4025,1.0854,0.97376,0.95658,0.98355,0.77613,0.84714,0.32367,1.19649,0.00166228,0.00166228,0.00166228
186,3692.25,0.74829,0.40011,1.07841,0.97299,0.95716,0.98373,0.77822,0.84699,0.32336,1.19452,0.00163804,0.00163804,0.00163804
187,3712.45,0.73588,0.39922,1.0777,0.97421,0.95577,0.98379,0.77786,0.84659,0.32208,1.19579,0.00161389,0.00161389,0.00161389
188,3732.57,0.73847,0.39174,1.08285,0.9735,0.95823,0.98391,0.77854,0.84523,0.32009,1.1964,0.00158984,0.00158984,0.00158984
189,3752.58,0.72319,0.38875,1.07279,0.97352,0.95685,0.98379,0.77827,0.84443,0.31947,1.1967,0.0015659,0.0015659,0.0015659
190,3772.64,0.74405,0.39899,1.08557,0.97557,0.95569,0.98357,0.77997,0.84273,0.31956,1.19684,0.00154206,0.00154206,0.00154206
191,3792.4,0.72983,0.38986,1.07683,0.97722,0.95408,0.9834,0.77955,0.84207,0.31967,1.19816,0.00151833,0.00151833,0.00151833
192,3811.98,0.73934,0.39639,1.08107,0.97574,0.95786,0.98399,0.77911,0.84165,0.31979,1.19947,0.00149471,0.00149471,0.00149471
193,3831.51,0.74071,0.39835,1.08185,0.97748,0.95445,0.98336,0.77949,0.84158,0.31947,1.20005,0.0014712,0.0014712,0.0014712
194,3851.15,0.72951,0.38765,1.07518,0.97816,0.95526,0.98305,0.77984,0.84193,0.31918,1.20019,0.0014478,0.0014478,0.0014478
195,3870.82,0.73784,0.39385,1.07267,0.97753,0.95375,0.98306,0.77966,0.84157,0.3185,1.2004,0.00142453,0.00142453,0.00142453
196,3890.44,0.73603,0.38844,1.07368,0.97928,0.95177,0.98282,0.77992,0.84108,0.31795,1.19974,0.00140137,0.00140137,0.00140137
197,3910.08,0.73045,0.39703,1.0789,0.9797,0.95294,0.98279,0.77941,0.84144,0.31812,1.20086,0.00137834,0.00137834,0.00137834
198,3929.65,0.72033,0.37971,1.07443,0.97697,0.95511,0.98286,0.77917,0.84097,0.31862,1.20246,0.00135544,0.00135544,0.00135544
199,3949.3,0.7246,0.38775,1.07971,0.97692,0.95845,0.98302,0.78051,0.84103,0.31883,1.20339,0.00133266,0.00133266,0.00133266
200,3968.96,0.72743,0.39012,1.07338,0.97761,0.95786,0.98312,0.78005,0.84071,0.31847,1.2042,0.00131001,0.00131001,0.00131001
201,3988.82,0.71636,0.38202,1.07239,0.97853,0.95685,0.98305,0.77988,0.84028,0.31879,1.20451,0.0012875,0.0012875,0.0012875
202,4008.52,0.71986,0.38183,1.07788,0.97574,0.96019,0.98306,0.77872,0.8405,0.31868,1.20462,0.00126512,0.00126512,0.00126512
203,4028.14,0.71893,0.3852,1.06785,0.97569,0.95755,0.98313,0.77943,0.84084,0.31866,1.20415,0.00124288,0.00124288,0.00124288
204,4047.75,0.71913,0.38121,1.0654,0.97343,0.95965,0.98317,0.77951,0.8404,0.31747,1.20321,0.00122078,0.00122078,0.00122078
205,4067.81,0.72008,0.38194,1.06732,0.97336,0.95886,0.98322,0.77911,0.84084,0.31716,1.20276,0.00119883,0.00119883,0.00119883
206,4087.83,0.71932,0.38878,1.06269,0.97202,0.96085,0.98328,0.77818,0.84089,0.3171,1.20195,0.00117702,0.00117702,0.00117702
207,4107.89,0.72494,0.38296,1.06969,0.97311,0.95952,0.98296,0.77839,0.84127,0.31724,1.20129,0.00115536,0.00115536,0.00115536
208,4127.93,0.71532,0.37378,1.06499,0.97312,0.95976,0.98345,0.77863,0.84114,0.31747,1.20078,0.00113384,0.00113384,0.00113384
209,4147.92,0.72127,0.38676,1.06919,0.97383,0.95998,0.98335,0.77917,0.84088,0.31715,1.20076,0.00111248,0.00111248,0.00111248
210,4167.95,0.71147,0.37671,1.06306,0.97432,0.95969,0.98333,0.7784,0.84078,0.31654,1.20049,0.00109128,0.00109128,0.00109128
211,4187.91,0.71799,0.38222,1.06256,0.97581,0.95849,0.98338,0.7793,0.84065,0.31658,1.19988,0.00107023,0.00107023,0.00107023
212,4207.83,0.69673,0.37,1.05329,0.97445,0.95854,0.9833,0.77825,0.84066,0.31622,1.19932,0.00104934,0.00104934,0.00104934
213,4227.77,0.71055,0.37794,1.05183,0.97708,0.95846,0.98323,0.77853,0.84135,0.31588,1.1996,0.00102862,0.00102862,0.00102862
214,4247.71,0.69804,0.36998,1.05229,0.97721,0.95689,0.98316,0.77791,0.8413,0.31642,1.1993,0.00100806,0.00100806,0.00100806
215,4267.6,0.70804,0.37825,1.05637,0.97822,0.95775,0.98339,0.77827,0.84114,0.31666,1.19866,0.000987659,0.000987659,0.000987659
216,4287.39,0.69356,0.36921,1.05048,0.97817,0.95916,0.9835,0.77902,0.84082,0.31656,1.19769,0.000967432,0.000967432,0.000967432
217,4307.11,0.70306,0.37307,1.05558,0.97873,0.95917,0.98334,0.77935,0.84075,0.31559,1.19649,0.000947376,0.000947376,0.000947376
218,4327,0.68962,0.36961,1.04821,0.97714,0.95823,0.9833,0.77853,0.84047,0.31536,1.19541,0.000927492,0.000927492,0.000927492
219,4346.85,0.69402,0.36919,1.04516,0.97714,0.95833,0.9835,0.77915,0.84024,0.31508,1.19455,0.000907784,0.000907784,0.000907784
220,4366.78,0.70023,0.37479,1.04964,0.97723,0.95851,0.9835,0.77937,0.84044,0.31522,1.19353,0.000888253,0.000888253,0.000888253
221,4386.67,0.68532,0.36241,1.04589,0.97615,0.95887,0.98349,0.77961,0.8399,0.31478,1.19204,0.000868902,0.000868902,0.000868902
222,4406.55,0.69251,0.36396,1.04251,0.97587,0.95888,0.98321,0.77933,0.83979,0.31434,1.19137,0.000849732,0.000849732,0.000849732
223,4426.47,0.69261,0.3682,1.04456,0.97641,0.95916,0.98296,0.77905,0.83941,0.31458,1.19113,0.000830746,0.000830746,0.000830746
224,4446.41,0.69123,0.36631,1.05084,0.97638,0.95897,0.98293,0.77893,0.83882,0.31359,1.19074,0.000811946,0.000811946,0.000811946
225,4466.39,0.69415,0.36283,1.04905,0.97693,0.95871,0.98292,0.77836,0.83876,0.31354,1.19078,0.000793333,0.000793333,0.000793333
226,4486.34,0.68545,0.36301,1.03593,0.97627,0.95871,0.9829,0.77885,0.83875,0.31312,1.19047,0.000774911,0.000774911,0.000774911
227,4506.35,0.68544,0.37103,1.04113,0.97668,0.95871,0.98304,0.77923,0.8384,0.31327,1.19001,0.00075668,0.00075668,0.00075668
228,4526.14,0.68195,0.35878,1.04084,0.97696,0.95879,0.98295,0.7798,0.83822,0.31316,1.18947,0.000738643,0.000738643,0.000738643
229,4546.06,0.68166,0.35676,1.0391,0.97791,0.95871,0.983,0.77982,0.83797,0.31264,1.18888,0.000720803,0.000720803,0.000720803
230,4565.87,0.67366,0.35918,1.03846,0.9779,0.95871,0.98303,0.77941,0.83767,0.3125,1.18901,0.00070316,0.00070316,0.00070316
231,4585.75,0.67251,0.35313,1.04094,0.97783,0.95871,0.98307,0.78005,0.83735,0.31243,1.18932,0.000685717,0.000685717,0.000685717
232,4605.61,0.68306,0.36256,1.04662,0.97815,0.95871,0.98306,0.77907,0.83722,0.31271,1.18956,0.000668475,0.000668475,0.000668475
233,4625.46,0.6916,0.36338,1.05265,0.97789,0.95802,0.98309,0.77969,0.83693,0.31248,1.18985,0.000651437,0.000651437,0.000651437
234,4645.07,0.68738,0.36561,1.04958,0.97416,0.96189,0.98319,0.77966,0.8365,0.31217,1.18989,0.000634605,0.000634605,0.000634605
235,4664.84,0.68498,0.36253,1.04202,0.97418,0.96228,0.98323,0.77958,0.8359,0.31219,1.18993,0.00061798,0.00061798,0.00061798
236,4684.61,0.67765,0.35316,1.03752,0.97863,0.95821,0.98316,0.77935,0.83551,0.31226,1.18981,0.000601564,0.000601564,0.000601564
237,4704.39,0.67172,0.35369,1.03865,0.97532,0.95989,0.98319,0.77942,0.83541,0.31141,1.18976,0.000585359,0.000585359,0.000585359
238,4724.41,0.67519,0.36011,1.04356,0.97645,0.96112,0.98317,0.78042,0.83526,0.3107,1.18929,0.000569366,0.000569366,0.000569366
239,4744.02,0.67229,0.35396,1.03496,0.97663,0.96086,0.98321,0.78001,0.83511,0.31037,1.18933,0.000553588,0.000553588,0.000553588
240,4763.73,0.67555,0.3594,1.04085,0.97748,0.96152,0.98318,0.78,0.8352,0.31005,1.18901,0.000538027,0.000538027,0.000538027
241,4783.38,0.6766,0.35729,1.03941,0.97873,0.9622,0.98388,0.78083,0.83486,0.30977,1.18865,0.000522683,0.000522683,0.000522683
242,4803.06,0.67827,0.35717,1.03235,0.97875,0.96226,0.98385,0.78061,0.8346,0.30975,1.18838,0.000507559,0.000507559,0.000507559
243,4822.54,0.67017,0.34511,1.02907,0.97872,0.96234,0.98383,0.78052,0.83463,0.30968,1.18835,0.000492656,0.000492656,0.000492656
244,4842.29,0.67317,0.35688,1.03459,0.97865,0.9628,0.98382,0.78081,0.83449,0.30984,1.18821,0.000477976,0.000477976,0.000477976
245,4862.22,0.66742,0.35768,1.03284,0.9787,0.96261,0.9838,0.78098,0.8343,0.30965,1.18831,0.00046352,0.00046352,0.00046352
246,4882.1,0.65798,0.34759,1.02644,0.97877,0.96264,0.98379,0.78084,0.83417,0.30988,1.18845,0.00044929,0.00044929,0.00044929
247,4901.98,0.6767,0.35279,1.04003,0.9788,0.96256,0.98377,0.78128,0.83416,0.30975,1.18839,0.000435288,0.000435288,0.000435288
248,4921.93,0.66284,0.34801,1.03334,0.97806,0.96411,0.98377,0.78165,0.83394,0.30991,1.18859,0.000421516,0.000421516,0.000421516
249,4941.79,0.66694,0.34758,1.03374,0.97803,0.96433,0.9838,0.78194,0.83364,0.30986,1.18843,0.000407973,0.000407973,0.000407973
250,4961.74,0.66279,0.34696,1.02682,0.97817,0.96433,0.9837,0.78168,0.8335,0.31002,1.18817,0.000394663,0.000394663,0.000394663
251,4981.68,0.66398,0.34571,1.02892,0.97822,0.9643,0.98369,0.78106,0.83333,0.31025,1.18814,0.000381587,0.000381587,0.000381587
252,5001.73,0.67103,0.35639,1.03937,0.97824,0.96362,0.98371,0.78131,0.83312,0.3105,1.1882,0.000368746,0.000368746,0.000368746
253,5021.79,0.66928,0.35316,1.0369,0.97827,0.9639,0.98373,0.78151,0.83311,0.31033,1.1883,0.000356141,0.000356141,0.000356141
254,5041.88,0.66676,0.35804,1.03487,0.97831,0.9635,0.98374,0.78162,0.83295,0.31036,1.18851,0.000343774,0.000343774,0.000343774
255,5061.93,0.66069,0.34326,1.03061,0.97831,0.96397,0.98374,0.78152,0.83306,0.31038,1.1886,0.000331646,0.000331646,0.000331646
256,5082.04,0.66618,0.34758,1.03369,0.97832,0.96406,0.98374,0.78154,0.8329,0.31014,1.18857,0.000319759,0.000319759,0.000319759
257,5101.91,0.66534,0.34719,1.03866,0.97805,0.96348,0.98361,0.78135,0.83277,0.31039,1.18877,0.000308113,0.000308113,0.000308113
258,5121.43,0.66063,0.34623,1.03448,0.97809,0.96447,0.98362,0.7811,0.83279,0.31011,1.18884,0.000296711,0.000296711,0.000296711
259,5141.12,0.65561,0.34612,1.02674,0.97969,0.96117,0.98362,0.78153,0.83287,0.31038,1.1889,0.000285553,0.000285553,0.000285553
260,5161.26,0.66763,0.35484,1.03422,0.97808,0.9641,0.98364,0.78167,0.83285,0.31047,1.18904,0.000274641,0.000274641,0.000274641
261,5181.37,0.65663,0.34843,1.02508,0.97807,0.96378,0.98362,0.78069,0.83301,0.31037,1.18928,0.000263975,0.000263975,0.000263975
262,5201.49,0.6588,0.35339,1.02833,0.97806,0.96345,0.9836,0.78127,0.83279,0.31068,1.18951,0.000253557,0.000253557,0.000253557
263,5221.69,0.64794,0.34002,1.02391,0.97807,0.96365,0.9836,0.78139,0.83285,0.31052,1.1896,0.000243389,0.000243389,0.000243389
264,5241.81,0.64675,0.34223,1.02294,0.97806,0.96338,0.9836,0.78091,0.83312,0.31026,1.18983,0.00023347,0.00023347,0.00023347
265,5261.78,0.66111,0.34876,1.02777,0.97806,0.9633,0.98357,0.78111,0.83317,0.31036,1.19,0.000223803,0.000223803,0.000223803
266,5281.74,0.65469,0.34672,1.02563,0.97807,0.96311,0.98358,0.78144,0.83296,0.31033,1.19009,0.000214388,0.000214388,0.000214388
267,5301.77,0.6573,0.34668,1.03177,0.97837,0.96309,0.98358,0.78174,0.83312,0.31057,1.19022,0.000205227,0.000205227,0.000205227
268,5321.75,0.66427,0.35096,1.03108,0.97844,0.96307,0.98358,0.7815,0.83284,0.31023,1.19025,0.00019632,0.00019632,0.00019632
269,5341.92,0.65554,0.34413,1.0313,0.97844,0.96309,0.98357,0.78133,0.83282,0.3102,1.1903,0.000187668,0.000187668,0.000187668
270,5361.9,0.65082,0.34193,1.02867,0.97853,0.9631,0.98358,0.78104,0.83301,0.31026,1.19051,0.000179273,0.000179273,0.000179273
271,5381.86,0.64891,0.34275,1.02614,0.97882,0.96313,0.98358,0.78129,0.83268,0.31034,1.19056,0.000171135,0.000171135,0.000171135
272,5401.84,0.64945,0.34339,1.0282,0.97813,0.96319,0.98359,0.78105,0.83277,0.3102,1.19059,0.000163255,0.000163255,0.000163255
273,5421.63,0.65146,0.33717,1.02513,0.97912,0.96313,0.98359,0.78097,0.83282,0.31064,1.19071,0.000155634,0.000155634,0.000155634
274,5441.71,0.6528,0.3412,1.02941,0.97898,0.96314,0.98358,0.78119,0.83265,0.31047,1.19072,0.000148273,0.000148273,0.000148273
275,5461.24,0.65248,0.34612,1.02604,0.97884,0.96314,0.9836,0.78108,0.83263,0.31038,1.19085,0.000141173,0.000141173,0.000141173
276,5481.28,0.65248,0.33812,1.02695,0.97878,0.96317,0.98357,0.78087,0.83262,0.31026,1.19097,0.000134334,0.000134334,0.000134334
277,5509.24,0.6542,0.34837,1.03217,0.97923,0.96358,0.98359,0.78109,0.83261,0.31021,1.19101,0.000127757,0.000127757,0.000127757
278,5529.04,0.64862,0.34045,1.02541,0.97923,0.96359,0.98357,0.78131,0.8326,0.31018,1.19102,0.000121443,0.000121443,0.000121443
279,5548.98,0.65495,0.34018,1.03185,0.97886,0.96313,0.98357,0.78126,0.83271,0.30995,1.19105,0.000115392,0.000115392,0.000115392
280,5568.9,0.64649,0.3384,1.02787,0.97922,0.96306,0.98358,0.78152,0.83255,0.30985,1.19111,0.000109606,0.000109606,0.000109606
281,5588.59,0.65071,0.34226,1.02805,0.97921,0.96282,0.98357,0.78179,0.83273,0.31019,1.1913,0.000104085,0.000104085,0.000104085
282,5608.49,0.64351,0.33504,1.0234,0.97921,0.96269,0.98358,0.78177,0.83255,0.3102,1.19133,9.88288e-05,9.88288e-05,9.88288e-05
283,5628.28,0.64377,0.33305,1.02239,0.97921,0.96281,0.98357,0.78149,0.83253,0.31039,1.19143,9.38391e-05,9.38391e-05,9.38391e-05
284,5648.17,0.64787,0.34057,1.02182,0.97922,0.96291,0.98357,0.78192,0.83219,0.31026,1.19132,8.91159e-05,8.91159e-05,8.91159e-05
285,5668.08,0.64828,0.34053,1.02351,0.97908,0.96292,0.98357,0.78186,0.83208,0.31011,1.19134,8.46598e-05,8.46598e-05,8.46598e-05
286,5687.96,0.64763,0.34228,1.02611,0.979,0.96296,0.98357,0.78188,0.832,0.31019,1.19133,8.04714e-05,8.04714e-05,8.04714e-05
287,5707.86,0.63907,0.33626,1.01889,0.97882,0.96305,0.98358,0.78178,0.83203,0.31026,1.19142,7.6551e-05,7.6551e-05,7.6551e-05
288,5727.78,0.64483,0.34656,1.02851,0.97878,0.96303,0.98359,0.78204,0.83203,0.31014,1.19148,7.28991e-05,7.28991e-05,7.28991e-05
289,5747.68,0.64897,0.34011,1.02493,0.97923,0.96364,0.9836,0.78166,0.83186,0.31012,1.19146,6.95161e-05,6.95161e-05,6.95161e-05
290,5767.54,0.65252,0.34138,1.02865,0.97923,0.96364,0.98361,0.78203,0.83196,0.3104,1.19146,6.64024e-05,6.64024e-05,6.64024e-05
291,5787.9,0.55947,0.25093,0.96983,0.97872,0.96305,0.98357,0.78215,0.83203,0.31045,1.19149,6.35583e-05,6.35583e-05,6.35583e-05
292,5807.69,0.55182,0.25109,0.96638,0.97865,0.96355,0.98356,0.78163,0.83205,0.31022,1.19153,6.09841e-05,6.09841e-05,6.09841e-05
293,5827.54,0.54944,0.24762,0.96603,0.97865,0.96357,0.98355,0.78178,0.83199,0.31012,1.19161,5.86802e-05,5.86802e-05,5.86802e-05
294,5846.44,0.56018,0.25087,0.97084,0.97865,0.96363,0.98354,0.78175,0.83193,0.31036,1.19153,5.66467e-05,5.66467e-05,5.66467e-05
295,5865.67,0.54515,0.2437,0.95837,0.97865,0.96369,0.98351,0.78197,0.83193,0.31016,1.19171,5.48838e-05,5.48838e-05,5.48838e-05
296,5885.15,0.55207,0.24599,0.96327,0.97865,0.96371,0.98351,0.78202,0.83201,0.31047,1.19181,5.33919e-05,5.33919e-05,5.33919e-05
297,5904.61,0.55189,0.24637,0.96896,0.97861,0.96373,0.9835,0.78188,0.832,0.31039,1.1919,5.2171e-05,5.2171e-05,5.2171e-05
298,5924.11,0.54542,0.24407,0.95853,0.97865,0.96372,0.98351,0.78196,0.83193,0.31025,1.19205,5.12213e-05,5.12213e-05,5.12213e-05
299,5943.49,0.55195,0.24535,0.96688,0.97859,0.96372,0.98348,0.78192,0.8318,0.31027,1.19198,5.05428e-05,5.05428e-05,5.05428e-05
300,5963.17,0.54806,0.2459,0.9654,0.97854,0.96373,0.98349,0.78233,0.83187,0.31058,1.19218,5.01357e-05,5.01357e-05,5.01357e-05
