epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,7500.73,0.52222,0.30137,0.99618,0.971,0.95604,0.97614,0.84971,0.61828,0.27499,1.01517,0.00552025,0.00552025,0.00552025
183,7539.09,0.52535,0.30385,0.99212,0.97195,0.95675,0.976,0.84984,0.61766,0.27427,1.01538,0.0054955,0.0054955,0.0054955
184,7577.32,0.52033,0.30005,0.9927,0.97318,0.95542,0.97607,0.85062,0.6169,0.27416,1.01579,0.00547075,0.00547075,0.00547075
185,7619.05,0.51738,0.30061,0.99913,0.97264,0.95499,0.97615,0.85115,0.61733,0.27384,1.01661,0.005446,0.005446,0.005446
186,7661.12,0.51908,0.3008,0.99445,0.97246,0.95569,0.97633,0.85051,0.61761,0.27365,1.01713,0.00542125,0.00542125,0.00542125
187,7700.75,0.51476,0.30361,0.99421,0.97321,0.95564,0.97697,0.85131,0.61676,0.27355,1.01754,0.0053965,0.0053965,0.0053965
188,7738.84,0.51171,0.29921,0.98672,0.97302,0.95425,0.97721,0.85162,0.61532,0.27348,1.01718,0.00537175,0.00537175,0.00537175
189,7777.37,0.52226,0.30225,0.9926,0.97297,0.95574,0.97736,0.85236,0.61453,0.27351,1.01708,0.005347,0.005347,0.005347
190,7815.73,0.51658,0.30011,0.99176,0.97321,0.95558,0.97752,0.85382,0.61396,0.27355,1.01712,0.00532225,0.00532225,0.00532225
191,7856.47,0.51157,0.29822,0.99167,0.97325,0.95552,0.9772,0.85328,0.61341,0.274,1.01675,0.0052975,0.0052975,0.0052975
192,7898.98,0.51536,0.29991,0.99109,0.9705,0.95638,0.97773,0.85232,0.61375,0.27396,1.01779,0.00527275,0.00527275,0.00527275
193,7941.1,0.5096,0.29424,0.98855,0.9692,0.95795,0.97807,0.85353,0.61289,0.2733,1.01713,0.005248,0.005248,0.005248
194,7980.35,0.50499,0.2885,0.98478,0.97194,0.95465,0.97776,0.85337,0.61251,0.27228,1.01676,0.00522325,0.00522325,0.00522325
195,8020.38,0.50182,0.29087,0.98583,0.97248,0.95484,0.97714,0.85507,0.61203,0.27288,1.01679,0.0051985,0.0051985,0.0051985
196,8058.85,0.50283,0.29308,0.98363,0.97277,0.95546,0.97733,0.85412,0.61102,0.27134,1.01644,0.00517375,0.00517375,0.00517375
197,8097.58,0.50689,0.29699,0.98579,0.97151,0.95748,0.97822,0.85478,0.61019,0.2711,1.016,0.005149,0.005149,0.005149
198,8143.54,0.49999,0.29478,0.98136,0.97174,0.95746,0.97798,0.85401,0.60954,0.27003,1.01561,0.00512425,0.00512425,0.00512425
199,8184.97,0.50319,0.29461,0.98418,0.97183,0.95765,0.97724,0.8556,0.60901,0.26975,1.01547,0.0050995,0.0050995,0.0050995
200,8223.54,0.49839,0.28995,0.97686,0.97169,0.95746,0.97714,0.85568,0.60842,0.26932,1.01507,0.00507475,0.00507475,0.00507475
201,8264.12,0.49874,0.28965,0.97845,0.97197,0.95761,0.97778,0.85632,0.60756,0.26873,1.01482,0.00505,0.00505,0.00505
202,8302.17,0.50503,0.29366,0.98046,0.97191,0.95705,0.97794,0.85638,0.60659,0.26868,1.01461,0.00502525,0.00502525,0.00502525
203,8340.43,0.50191,0.28905,0.97877,0.97231,0.95695,0.9777,0.85704,0.60622,0.26926,1.01507,0.0050005,0.0050005,0.0050005
204,8378.6,0.50096,0.28925,0.98203,0.97277,0.95705,0.97804,0.85726,0.60575,0.26867,1.01492,0.00497575,0.00497575,0.00497575
205,8417.68,0.49733,0.29237,0.98691,0.97341,0.95706,0.97803,0.85732,0.60596,0.26905,1.01506,0.004951,0.004951,0.004951
206,8459.68,0.48877,0.28703,0.97925,0.97405,0.95725,0.97807,0.85763,0.60564,0.26856,1.0154,0.00492625,0.00492625,0.00492625
207,8501.78,0.495,0.28985,0.97416,0.97184,0.95776,0.97783,0.85655,0.60475,0.26841,1.01507,0.0049015,0.0049015,0.0049015
208,8543.72,0.4911,0.28851,0.9725,0.97232,0.95856,0.97783,0.85675,0.60477,0.26908,1.01531,0.00487675,0.00487675,0.00487675
209,8586.05,0.49443,0.28551,0.97382,0.97242,0.95843,0.97767,0.85771,0.605,0.26944,1.01631,0.004852,0.004852,0.004852
210,8627.87,0.48926,0.28757,0.97558,0.97342,0.95913,0.97772,0.85765,0.60553,0.26954,1.0166,0.00482725,0.00482725,0.00482725
211,8669.3,0.48425,0.28415,0.97098,0.97248,0.95826,0.97794,0.85796,0.60476,0.26957,1.01625,0.0048025,0.0048025,0.0048025
212,8711.22,0.48756,0.28906,0.97152,0.97129,0.95843,0.97774,0.85803,0.60404,0.26891,1.01623,0.00477775,0.00477775,0.00477775
213,8753.25,0.48319,0.27759,0.97399,0.97196,0.95849,0.97786,0.85802,0.60294,0.26842,1.01557,0.004753,0.004753,0.004753
214,8795.22,0.48571,0.28483,0.97283,0.97222,0.9589,0.97806,0.8579,0.60276,0.26888,1.01548,0.00472825,0.00472825,0.00472825
215,8836.6,0.48557,0.2865,0.97434,0.97115,0.95896,0.97776,0.85787,0.60249,0.2695,1.01529,0.0047035,0.0047035,0.0047035
216,8878.07,0.48407,0.2848,0.97482,0.97153,0.95844,0.97786,0.8582,0.60203,0.26949,1.01546,0.00467875,0.00467875,0.00467875
217,8920.26,0.48067,0.28667,0.97426,0.97164,0.95796,0.97791,0.85796,0.60175,0.269,1.01556,0.004654,0.004654,0.004654
218,8962.27,0.48474,0.28284,0.97765,0.97141,0.95973,0.97784,0.85877,0.60127,0.26835,1.01573,0.00462925,0.00462925,0.00462925
219,9004.31,0.46941,0.27659,0.97156,0.97112,0.95964,0.97754,0.85874,0.60039,0.26819,1.01579,0.0046045,0.0046045,0.0046045
220,9045.21,0.47608,0.28003,0.97281,0.97066,0.95974,0.97724,0.85859,0.59999,0.26812,1.01594,0.00457975,0.00457975,0.00457975
221,9086.96,0.46901,0.27938,0.9662,0.97084,0.9597,0.97723,0.85876,0.59952,0.26847,1.01603,0.004555,0.004555,0.004555
222,9128.93,0.47655,0.27871,0.97276,0.97095,0.9596,0.97741,0.85907,0.59886,0.26786,1.01595,0.00453025,0.00453025,0.00453025
223,9169.35,0.48093,0.28136,0.97244,0.97095,0.95936,0.97746,0.85827,0.59823,0.26676,1.01577,0.0045055,0.0045055,0.0045055
224,9211.43,0.47783,0.28365,0.96693,0.97094,0.95909,0.97751,0.85849,0.59755,0.26662,1.01564,0.00448075,0.00448075,0.00448075
225,9253.66,0.47955,0.28906,0.97799,0.97171,0.95951,0.97776,0.85848,0.597,0.26677,1.01557,0.004456,0.004456,0.004456
226,9295.97,0.46495,0.2707,0.96468,0.97188,0.95934,0.97773,0.8584,0.59683,0.26637,1.01545,0.00443125,0.00443125,0.00443125
227,9338.23,0.475,0.27797,0.97065,0.97287,0.95934,0.97776,0.85806,0.59644,0.26512,1.01489,0.0044065,0.0044065,0.0044065
228,9379.95,0.4759,0.28196,0.96657,0.97325,0.95915,0.97784,0.85908,0.59623,0.26473,1.01461,0.00438175,0.00438175,0.00438175
229,9422.1,0.46563,0.27122,0.9652,0.97348,0.95917,0.97788,0.85945,0.59585,0.26524,1.01429,0.004357,0.004357,0.004357
230,9464.37,0.47284,0.27662,0.96749,0.97396,0.95898,0.97797,0.8596,0.59567,0.26518,1.01401,0.00433225,0.00433225,0.00433225
231,9506.78,0.46256,0.26978,0.96381,0.97382,0.95898,0.97795,0.85948,0.59517,0.26491,1.01396,0.0043075,0.0043075,0.0043075
232,9548.4,0.46672,0.27605,0.96458,0.97314,0.95854,0.97783,0.85958,0.59476,0.2647,1.01364,0.00428275,0.00428275,0.00428275
233,9584.73,0.46055,0.26993,0.96687,0.97368,0.95865,0.97779,0.8594,0.59427,0.26455,1.01352,0.004258,0.004258,0.004258
234,9625.56,0.46332,0.2717,0.96385,0.97393,0.95865,0.97765,0.85964,0.59391,0.26372,1.01341,0.00423325,0.00423325,0.00423325
235,9666.76,0.45938,0.27104,0.95962,0.97422,0.95865,0.97753,0.86009,0.59366,0.26369,1.01354,0.0042085,0.0042085,0.0042085
236,9708.45,0.46437,0.27594,0.96995,0.97447,0.95865,0.97749,0.86012,0.59327,0.26351,1.01348,0.00418375,0.00418375,0.00418375
237,9749.23,0.46575,0.27532,0.96732,0.97464,0.95865,0.9774,0.86014,0.59304,0.26323,1.01328,0.004159,0.004159,0.004159
238,9791.42,0.45272,0.2661,0.9593,0.97475,0.95865,0.97735,0.85988,0.59288,0.2625,1.01331,0.00413425,0.00413425,0.00413425
239,9834.31,0.45876,0.27417,0.96462,0.97464,0.95865,0.97736,0.85996,0.59252,0.26269,1.01332,0.0041095,0.0041095,0.0041095
240,9876.89,0.45688,0.27481,0.96683,0.97466,0.95865,0.97718,0.86009,0.59241,0.26261,1.01314,0.00408475,0.00408475,0.00408475
241,9915.64,0.45585,0.27006,0.95985,0.97459,0.95865,0.97766,0.8602,0.5924,0.2625,1.01342,0.00406,0.00406,0.00406
242,9956.04,0.45051,0.26843,0.96014,0.97449,0.95865,0.97739,0.86017,0.59229,0.26262,1.01336,0.00403525,0.00403525,0.00403525
243,9998.51,0.4552,0.26465,0.96277,0.97608,0.95706,0.97755,0.86006,0.59208,0.26273,1.01348,0.0040105,0.0040105,0.0040105
244,10040.7,0.45431,0.27154,0.9598,0.97687,0.95718,0.97724,0.86001,0.59223,0.26288,1.01372,0.00398575,0.00398575,0.00398575
245,10083,0.44441,0.26092,0.95761,0.97619,0.95763,0.97753,0.85971,0.59218,0.26291,1.01372,0.003961,0.003961,0.003961
246,10125.3,0.45055,0.26597,0.9566,0.97513,0.95865,0.97751,0.85984,0.5922,0.26292,1.01375,0.00393625,0.00393625,0.00393625
247,10167.7,0.4413,0.26093,0.95526,0.97677,0.95697,0.97767,0.85994,0.59219,0.26325,1.01376,0.0039115,0.0039115,0.0039115
248,10209.9,0.45003,0.26297,0.95284,0.9769,0.95693,0.97793,0.85994,0.59189,0.26318,1.01361,0.00388675,0.00388675,0.00388675
249,10251.7,0.44703,0.26167,0.95325,0.97659,0.95667,0.97793,0.85995,0.59169,0.26306,1.01344,0.003862,0.003862,0.003862
250,10293.6,0.45193,0.26757,0.9563,0.97706,0.95683,0.97792,0.86029,0.59153,0.26357,1.01351,0.00383725,0.00383725,0.00383725
251,10333,0.45,0.26357,0.96332,0.97643,0.95711,0.97789,0.86041,0.59138,0.26354,1.0135,0.0038125,0.0038125,0.0038125
252,10371.1,0.44315,0.26267,0.95726,0.97716,0.95804,0.97785,0.86053,0.59113,0.26349,1.01348,0.00378775,0.00378775,0.00378775
253,10408.6,0.44939,0.26546,0.95917,0.97718,0.95783,0.97787,0.86076,0.59082,0.26286,1.01341,0.003763,0.003763,0.003763
254,10446.6,0.44403,0.26251,0.95952,0.97713,0.95847,0.97782,0.86051,0.59078,0.26257,1.01347,0.00373825,0.00373825,0.00373825
255,10485.9,0.43835,0.25987,0.95909,0.97705,0.95872,0.97778,0.86071,0.59078,0.26236,1.01357,0.0037135,0.0037135,0.0037135
256,10528.4,0.43648,0.26212,0.95121,0.97715,0.95934,0.97781,0.8601,0.59049,0.2621,1.01338,0.00368875,0.00368875,0.00368875
257,10568,0.43877,0.2584,0.95394,0.97691,0.95934,0.97797,0.86082,0.59016,0.26142,1.01315,0.003664,0.003664,0.003664
258,10610.9,0.43921,0.25862,0.94943,0.97566,0.95865,0.97809,0.86104,0.58981,0.26122,1.01305,0.00363925,0.00363925,0.00363925
259,10649.5,0.42491,0.25155,0.94838,0.97758,0.95821,0.97809,0.86094,0.58942,0.261,1.01301,0.0036145,0.0036145,0.0036145
260,10687.9,0.44046,0.25942,0.95377,0.97748,0.95838,0.97808,0.86126,0.58941,0.26101,1.0129,0.00358975,0.00358975,0.00358975
261,10730.3,0.43094,0.25338,0.95037,0.97662,0.95865,0.97804,0.86177,0.58928,0.26086,1.01282,0.003565,0.003565,0.003565
262,10772.9,0.42417,0.2525,0.95059,0.9767,0.9577,0.97792,0.86207,0.58896,0.26071,1.01261,0.00354025,0.00354025,0.00354025
263,10815.4,0.42948,0.25603,0.94424,0.97727,0.95729,0.97782,0.86199,0.5883,0.26093,1.01232,0.0035155,0.0035155,0.0035155
264,10852.8,0.42431,0.251,0.94998,0.97685,0.95733,0.97783,0.86207,0.58815,0.26098,1.01222,0.00349075,0.00349075,0.00349075
265,10894.5,0.42522,0.25425,0.94702,0.97706,0.95723,0.97768,0.86193,0.5879,0.26111,1.01202,0.003466,0.003466,0.003466
266,10935.2,0.43065,0.25462,0.95083,0.97724,0.95716,0.97765,0.86229,0.58749,0.2611,1.01192,0.00344125,0.00344125,0.00344125
267,10978,0.42703,0.25569,0.94992,0.97737,0.95716,0.97762,0.86232,0.58736,0.2607,1.01186,0.0034165,0.0034165,0.0034165
268,11020.5,0.42604,0.25398,0.94524,0.97737,0.95699,0.97771,0.86209,0.58702,0.26088,1.0118,0.00339175,0.00339175,0.00339175
269,11062.2,0.42788,0.25421,0.94428,0.97788,0.95721,0.97778,0.86183,0.58685,0.26089,1.0118,0.003367,0.003367,0.003367
270,11103.4,0.42394,0.25075,0.9484,0.97787,0.95682,0.97771,0.86188,0.58662,0.26091,1.01184,0.00334225,0.00334225,0.00334225
271,11145.3,0.41971,0.25233,0.9426,0.97789,0.95682,0.97772,0.86182,0.58645,0.2609,1.0117,0.0033175,0.0033175,0.0033175
272,11187.9,0.42086,0.25223,0.94517,0.97788,0.95713,0.97776,0.86191,0.58611,0.26067,1.01171,0.00329275,0.00329275,0.00329275
273,11230.4,0.42146,0.25314,0.94412,0.97856,0.95743,0.97799,0.86192,0.58593,0.26024,1.01156,0.003268,0.003268,0.003268
274,11272.6,0.42232,0.24905,0.9407,0.97787,0.95684,0.9778,0.86182,0.58572,0.26095,1.01152,0.00324325,0.00324325,0.00324325
275,11314.9,0.4152,0.24898,0.94628,0.97788,0.95695,0.97779,0.86186,0.58557,0.26088,1.01158,0.0032185,0.0032185,0.0032185
276,11357.3,0.41628,0.24629,0.94318,0.97713,0.95865,0.97782,0.86216,0.58533,0.26055,1.01157,0.00319375,0.00319375,0.00319375
277,11399.9,0.41201,0.24513,0.94202,0.97723,0.95865,0.97781,0.86196,0.5853,0.26047,1.01147,0.003169,0.003169,0.003169
278,11442.5,0.41059,0.24903,0.94322,0.97721,0.95865,0.97782,0.86212,0.58506,0.26043,1.0114,0.00314425,0.00314425,0.00314425
279,11485.1,0.41982,0.25343,0.94443,0.97721,0.95865,0.97779,0.86184,0.58481,0.26072,1.01136,0.0031195,0.0031195,0.0031195
280,11526.6,0.41377,0.2473,0.94181,0.97725,0.95865,0.97777,0.86201,0.58462,0.26081,1.01122,0.00309475,0.00309475,0.00309475
281,11569.5,0.40847,0.24238,0.94037,0.97726,0.95865,0.97778,0.86205,0.58431,0.26091,1.01121,0.00307,0.00307,0.00307
282,11612.1,0.40795,0.24575,0.94197,0.97716,0.95865,0.97778,0.86234,0.58416,0.26061,1.01125,0.00304525,0.00304525,0.00304525
283,11654.7,0.41301,0.24212,0.93715,0.97715,0.95865,0.97782,0.86287,0.58443,0.26063,1.01151,0.0030205,0.0030205,0.0030205
284,11690.8,0.40969,0.24505,0.93492,0.9772,0.95865,0.97783,0.86311,0.5841,0.26126,1.01157,0.00299575,0.00299575,0.00299575
285,11733.8,0.39829,0.23712,0.93503,0.97721,0.95865,0.97784,0.86367,0.58392,0.26094,1.01168,0.002971,0.002971,0.002971
286,11776.6,0.40022,0.23617,0.93555,0.97744,0.95865,0.97782,0.8634,0.58367,0.26101,1.01166,0.00294625,0.00294625,0.00294625
287,11819.1,0.39844,0.23839,0.93646,0.97761,0.95865,0.97782,0.86337,0.58363,0.26047,1.0116,0.0029215,0.0029215,0.0029215
288,11860.9,0.39723,0.23748,0.93793,0.97758,0.95865,0.97787,0.86342,0.58339,0.26046,1.01167,0.00289675,0.00289675,0.00289675
289,11902.6,0.40007,0.23795,0.93923,0.97787,0.95865,0.97787,0.86345,0.58341,0.26106,1.01182,0.002872,0.002872,0.002872
290,11945,0.4012,0.2407,0.9378,0.97772,0.95865,0.97787,0.86325,0.58309,0.26096,1.0119,0.00284725,0.00284725,0.00284725
291,11986.7,0.39774,0.23737,0.93914,0.97779,0.95865,0.9779,0.86355,0.58309,0.26097,1.01205,0.0028225,0.0028225,0.0028225
292,12029.2,0.38854,0.23474,0.93247,0.97768,0.95865,0.97789,0.86366,0.58311,0.26103,1.01221,0.00279775,0.00279775,0.00279775
293,12071.6,0.39392,0.23557,0.9356,0.97794,0.95865,0.97788,0.8641,0.58296,0.26101,1.01227,0.002773,0.002773,0.002773
294,12114.4,0.39689,0.23968,0.93757,0.97815,0.95865,0.97786,0.86411,0.58267,0.26099,1.01226,0.00274825,0.00274825,0.00274825
295,12157.2,0.39797,0.23615,0.93929,0.97876,0.95908,0.97791,0.86376,0.58247,0.26135,1.01239,0.0027235,0.0027235,0.0027235
296,12199.9,0.38772,0.2352,0.93628,0.97883,0.95892,0.9779,0.8635,0.58241,0.26116,1.01253,0.00269875,0.00269875,0.00269875
297,12246.5,0.39744,0.23623,0.94144,0.97883,0.95888,0.97797,0.86389,0.58228,0.26122,1.01258,0.002674,0.002674,0.002674
298,12288.9,0.39923,0.23702,0.93685,0.97838,0.95912,0.97798,0.86374,0.58202,0.26123,1.01262,0.00264925,0.00264925,0.00264925
299,12329.6,0.38964,0.23569,0.93722,0.97835,0.95912,0.97797,0.86357,0.58201,0.26145,1.01255,0.0026245,0.0026245,0.0026245
300,12372,0.38657,0.23008,0.93133,0.97832,0.95912,0.978,0.86389,0.5819,0.26128,1.01268,0.00259975,0.00259975,0.00259975
301,12414.2,0.38296,0.23298,0.92899,0.97812,0.95912,0.97799,0.86403,0.58183,0.26164,1.01257,0.002575,0.002575,0.002575
302,12456.4,0.38042,0.231,0.92972,0.97816,0.9591,0.97802,0.86344,0.58158,0.26149,1.01266,0.00255025,0.00255025,0.00255025
303,12498.6,0.38316,0.22871,0.93288,0.97885,0.95902,0.97798,0.86357,0.58145,0.26154,1.01258,0.0025255,0.0025255,0.0025255
304,12540.6,0.37757,0.2269,0.92685,0.97896,0.95896,0.97801,0.86361,0.5815,0.26134,1.01277,0.00250075,0.00250075,0.00250075
305,12582.5,0.38769,0.23328,0.93336,0.97898,0.95894,0.97784,0.86351,0.58109,0.2613,1.01255,0.002476,0.002476,0.002476
306,12624.3,0.3859,0.22954,0.9328,0.97896,0.95886,0.97785,0.86373,0.58094,0.26099,1.01261,0.00245125,0.00245125,0.00245125
307,12666,0.37598,0.22258,0.92891,0.979,0.95876,0.97786,0.86401,0.58088,0.2612,1.01265,0.0024265,0.0024265,0.0024265
308,12707.7,0.37828,0.22351,0.92766,0.97842,0.95833,0.97761,0.8638,0.58089,0.26144,1.0127,0.00240175,0.00240175,0.00240175
309,12749.9,0.3837,0.23197,0.93061,0.97841,0.9583,0.97756,0.86397,0.5806,0.26174,1.01258,0.002377,0.002377,0.002377
310,12791.7,0.37701,0.22706,0.92451,0.97838,0.95833,0.97758,0.86381,0.58027,0.26135,1.01258,0.00235225,0.00235225,0.00235225
311,12833.5,0.3792,0.22569,0.92581,0.97839,0.95835,0.9776,0.86399,0.58003,0.26136,1.0125,0.0023275,0.0023275,0.0023275
312,12875.5,0.37832,0.22923,0.9293,0.9784,0.95837,0.97758,0.86399,0.57995,0.26101,1.01265,0.00230275,0.00230275,0.00230275
313,12917.4,0.37241,0.22204,0.92503,0.97838,0.95838,0.97762,0.86443,0.57972,0.26108,1.01254,0.002278,0.002278,0.002278
314,12959.7,0.37217,0.22375,0.92115,0.97831,0.95838,0.97762,0.8645,0.57949,0.26081,1.01234,0.00225325,0.00225325,0.00225325
315,13001.9,0.37376,0.22272,0.92468,0.97882,0.95888,0.97769,0.86455,0.57939,0.26072,1.01229,0.0022285,0.0022285,0.0022285
316,13043.9,0.37389,0.22351,0.9219,0.9788,0.95909,0.97766,0.86447,0.57925,0.26057,1.01224,0.00220375,0.00220375,0.00220375
317,13085.9,0.36729,0.22406,0.92347,0.97881,0.9592,0.97765,0.86453,0.57893,0.26094,1.01216,0.002179,0.002179,0.002179
318,13127.9,0.36818,0.22412,0.92476,0.97881,0.9595,0.97765,0.86489,0.57857,0.26096,1.012,0.00215425,0.00215425,0.00215425
319,13170.1,0.36757,0.22076,0.92106,0.97881,0.9595,0.97765,0.86482,0.57844,0.2612,1.01192,0.0021295,0.0021295,0.0021295
320,13212.1,0.36551,0.22272,0.92082,0.97881,0.95932,0.97749,0.86525,0.57838,0.26142,1.01191,0.00210475,0.00210475,0.00210475
321,13254.3,0.36943,0.21968,0.9257,0.97881,0.95949,0.97748,0.86509,0.57823,0.26151,1.01189,0.00208,0.00208,0.00208
322,13296.5,0.35921,0.21873,0.92012,0.97813,0.95981,0.97747,0.86474,0.57807,0.2615,1.01183,0.00205525,0.00205525,0.00205525
323,13338.8,0.36126,0.21733,0.92051,0.97804,0.95998,0.97747,0.86458,0.578,0.26155,1.01193,0.0020305,0.0020305,0.0020305
324,13380.9,0.36168,0.21761,0.92017,0.97814,0.96024,0.97752,0.86498,0.57766,0.26179,1.01182,0.00200575,0.00200575,0.00200575
325,13423,0.35842,0.21515,0.92107,0.97815,0.96057,0.97752,0.86527,0.57745,0.26185,1.0117,0.001981,0.001981,0.001981
326,13465.2,0.35849,0.21479,0.92176,0.97737,0.96083,0.97751,0.86527,0.57737,0.26198,1.01186,0.00195625,0.00195625,0.00195625
327,13507.5,0.35995,0.21652,0.9208,0.97736,0.96083,0.97753,0.86531,0.57735,0.26232,1.01195,0.0019315,0.0019315,0.0019315
328,13549.8,0.35796,0.21646,0.92158,0.97732,0.96083,0.97768,0.86506,0.57729,0.26208,1.012,0.00190675,0.00190675,0.00190675
329,13592.7,0.35664,0.21775,0.91733,0.97726,0.96083,0.97755,0.86515,0.57706,0.26182,1.01199,0.001882,0.001882,0.001882
330,13635.4,0.35224,0.21321,0.91644,0.97725,0.96083,0.97762,0.86497,0.57696,0.26203,1.0121,0.00185725,0.00185725,0.00185725
331,13677.8,0.34966,0.21302,0.91851,0.97657,0.96083,0.97758,0.86484,0.57672,0.26171,1.01215,0.0018325,0.0018325,0.0018325
332,13716.7,0.35514,0.21008,0.91704,0.97681,0.96012,0.97754,0.86499,0.57657,0.26213,1.01209,0.00180775,0.00180775,0.00180775
333,13759,0.35116,0.21248,0.91669,0.97692,0.96004,0.97758,0.86482,0.57661,0.26231,1.01209,0.001783,0.001783,0.001783
334,13801.5,0.34887,0.21059,0.91699,0.97696,0.96005,0.97776,0.86511,0.57653,0.26189,1.01217,0.00175825,0.00175825,0.00175825
335,13843.7,0.34993,0.20942,0.91947,0.97696,0.95998,0.9778,0.86514,0.57638,0.26204,1.01202,0.0017335,0.0017335,0.0017335
336,13886.1,0.35318,0.21391,0.91803,0.97696,0.95993,0.97757,0.86523,0.57627,0.26226,1.01212,0.00170875,0.00170875,0.00170875
337,13928.4,0.34974,0.21166,0.91977,0.97696,0.95999,0.97758,0.86505,0.57637,0.26252,1.01213,0.001684,0.001684,0.001684
338,13970.9,0.34325,0.20931,0.91148,0.97696,0.95991,0.97763,0.86526,0.57615,0.26308,1.01216,0.00165925,0.00165925,0.00165925
339,14013.3,0.34852,0.21234,0.91346,0.97765,0.96064,0.97794,0.86579,0.57594,0.26272,1.01211,0.0016345,0.0016345,0.0016345
340,14055.8,0.34568,0.21134,0.91637,0.97736,0.96005,0.97792,0.86612,0.57582,0.26259,1.01222,0.00160975,0.00160975,0.00160975
341,14098.8,0.34145,0.20968,0.91963,0.97732,0.96004,0.97779,0.86643,0.57574,0.26243,1.01215,0.001585,0.001585,0.001585
342,14142,0.34619,0.20952,0.91646,0.97731,0.96005,0.97776,0.86607,0.57556,0.26269,1.01213,0.00156025,0.00156025,0.00156025
343,14184.6,0.34468,0.21166,0.91666,0.9773,0.96003,0.97779,0.86664,0.57565,0.26282,1.01232,0.0015355,0.0015355,0.0015355
344,14227.3,0.34307,0.20914,0.916,0.97744,0.96048,0.97776,0.86635,0.57549,0.26287,1.01226,0.00151075,0.00151075,0.00151075
345,14270,0.33468,0.20511,0.91207,0.9774,0.96047,0.97781,0.8671,0.57552,0.26329,1.01228,0.001486,0.001486,0.001486
346,14312.7,0.33671,0.20611,0.9098,0.97688,0.95996,0.97767,0.86713,0.57556,0.26328,1.01214,0.00146125,0.00146125,0.00146125
347,14355.2,0.33659,0.20646,0.91077,0.97688,0.96,0.97767,0.8673,0.57536,0.26355,1.01197,0.0014365,0.0014365,0.0014365
348,14397.6,0.33888,0.20558,0.91561,0.97686,0.95999,0.97769,0.8674,0.57541,0.26365,1.01217,0.00141175,0.00141175,0.00141175
349,14439.9,0.33167,0.20499,0.91413,0.97688,0.95998,0.9777,0.86708,0.57517,0.26351,1.01213,0.001387,0.001387,0.001387
350,14482.5,0.33203,0.20582,0.9117,0.97686,0.96001,0.9777,0.86696,0.57507,0.26294,1.01224,0.00136225,0.00136225,0.00136225
351,14524.9,0.32972,0.20578,0.90869,0.97686,0.96002,0.97774,0.86733,0.57503,0.2628,1.01238,0.0013375,0.0013375,0.0013375
352,14567.2,0.33185,0.20376,0.9111,0.97684,0.95932,0.97777,0.86781,0.57499,0.26317,1.01252,0.00131275,0.00131275,0.00131275
353,14609.6,0.32859,0.20314,0.90957,0.97683,0.95933,0.97777,0.86736,0.57493,0.26319,1.01253,0.001288,0.001288,0.001288
354,14652,0.33074,0.20176,0.91086,0.97682,0.95934,0.97777,0.86735,0.57487,0.26339,1.01268,0.00126325,0.00126325,0.00126325
355,14694.4,0.33069,0.20418,0.90889,0.97682,0.95936,0.97779,0.86704,0.57488,0.26382,1.01269,0.0012385,0.0012385,0.0012385
356,14736.8,0.32542,0.19728,0.90631,0.97682,0.95935,0.97777,0.86734,0.57498,0.26407,1.01283,0.00121375,0.00121375,0.00121375
357,14778.4,0.32863,0.20098,0.90656,0.9761,0.95867,0.97747,0.86686,0.57467,0.26403,1.0127,0.001189,0.001189,0.001189
358,14820.9,0.32255,0.19705,0.90673,0.97612,0.95867,0.97742,0.86676,0.57456,0.26392,1.01276,0.00116425,0.00116425,0.00116425
359,14862.8,0.31838,0.19614,0.90462,0.97615,0.9587,0.97739,0.86732,0.57452,0.26424,1.01287,0.0011395,0.0011395,0.0011395
360,14905.6,0.31903,0.19664,0.90603,0.97565,0.95821,0.97642,0.86739,0.57448,0.26414,1.01282,0.00111475,0.00111475,0.00111475
361,14948.2,0.32132,0.19929,0.90689,0.97565,0.95821,0.97643,0.86749,0.57452,0.2641,1.01286,0.00109,0.00109,0.00109
362,14991.1,0.31996,0.19873,0.90461,0.97556,0.95832,0.97645,0.86774,0.5743,0.26429,1.01292,0.00106525,0.00106525,0.00106525
363,15033.8,0.3189,0.19575,0.90738,0.97621,0.95868,0.97714,0.86763,0.57413,0.26393,1.01284,0.0010405,0.0010405,0.0010405
364,15076.3,0.31643,0.1951,0.90387,0.97568,0.95818,0.97641,0.8678,0.57395,0.26354,1.01284,0.00101575,0.00101575,0.00101575
365,15119,0.31106,0.19183,0.90112,0.97619,0.95869,0.97714,0.86765,0.57385,0.26374,1.01288,0.000991,0.000991,0.000991
366,15161.7,0.31658,0.19794,0.90383,0.97616,0.9587,0.97715,0.86762,0.57395,0.26343,1.01294,0.00096625,0.00096625,0.00096625
367,15204.3,0.3157,0.19384,0.90373,0.97626,0.9586,0.97719,0.86733,0.57369,0.26342,1.01292,0.0009415,0.0009415,0.0009415
368,15246.7,0.31503,0.19504,0.90538,0.97624,0.95859,0.9772,0.8675,0.57336,0.26345,1.01305,0.00091675,0.00091675,0.00091675
